a,b,sigma,n_paths,n_steps,x_span,mean_abs_X,rms_X,p95_abs_X,p99_abs_X,median_abs_X,frac_abs_gt_1e-06,frac_abs_gt_1e-05,frac_abs_gt_1e-04,frac_abs_gt_1e-03
10.0,0.012328467394420659,1.873817422860383e-06,20000,8000,1.0,1.5084302277940816e-06,1.885210853791047e-06,3.692433795877042e-06,4.795917593203195e-06,1.2868195964464533e-06,0.60115,0.0,0.0,0.0
10.0,0.012328467394420659,5.336699231206302e-06,20000,8000,1.0,4.279670933799064e-06,5.363098888295921e-06,1.049358888432674e-05,1.3769397139747339e-05,3.603846099274301e-06,0.8529,0.0628,0.0,0.0
10.0,0.012328467394420659,1.5199110829529332e-05,20000,8000,1.0,1.22129475891796e-05,1.5354766878184567e-05,3.012896081487139e-05,3.948357547036155e-05,1.0339822791269454e-05,0.9447,0.51335,0.0,0.0
10.0,0.012328467394420659,4.328761281083062e-05,20000,8000,1.0,3.477746936295262e-05,4.364628429461435e-05,8.607513083858083e-05,0.00011197197715452962,2.9331573928803653e-05,0.98215,0.8175,0.0226,0.0
10.0,0.012328467394420659,0.0001232846739442066,20000,8000,1.0,9.934469316284504e-05,0.00012486351323226416,0.0002464394946086948,0.00032253904990815025,8.327538237948842e-05,0.99325,0.93485,0.4185,0.0
10.0,0.012328467394420659,0.0003511191734215127,20000,8000,1.0,0.000283097527757349,0.0003551210030356725,0.0007011766758170993,0.0009040826724815458,0.00023807005616656535,0.9979,0.9768,0.778,0.00455
10.0,0.012328467394420659,0.001,20000,8000,1.0,0.0008032414452064981,0.001005096009096427,0.001972142692530675,0.0025709489983390794,0.0006810832251603418,0.99925,0.9924,0.92165,0.32425
10.0,0.03511191734215127,1e-08,20000,8000,1.0,8.086430677933833e-09,1.0115757476033532e-08,1.980859097103357e-08,2.592992168998545e-08,6.836743065183595e-09,0.0,0.0,0.0,0.0
10.0,0.03511191734215127,2.848035868435799e-08,20000,8000,1.0,2.3243637997371203e-08,2.9073684719667172e-08,5.740735457439699e-08,7.555963781822386e-08,1.974371113947015e-08,0.0,0.0,0.0,0.0
10.0,0.03511191734215127,8.111308307896873e-08,20000,8000,1.0,6.546816976870079e-08,8.202355614699751e-08,1.615135212197306e-07,2.0911375875006946e-07,5.515970842966154e-08,0.0,0.0,0.0,0.0
10.0,0.03511191734215127,2.310129700083158e-07,20000,8000,1.0,1.8556558405926256e-07,2.3236525982022408e-07,4.5508117201178004e-07,6.007432390617652e-07,1.5661009888984716e-07,0.0,0.0,0.0,0.0
10.0,0.03511191734215127,6.579332246575682e-07,20000,8000,1.0,5.372074884203078e-07,6.734244985918072e-07,1.3221881047253523e-06,1.7297424692241545e-06,4.5174303440193237e-07,0.13765,0.0,0.0,0.0
10.0,0.03511191734215127,1.873817422860383e-06,20000,8000,1.0,1.5311729207475738e-06,1.9118696947176904e-06,3.7214699473278164e-06,4.926927793140261e-06,1.3051232800798116e-06,0.60435,0.0,0.0,0.0
10.0,0.03511191734215127,5.336699231206302e-06,20000,8000,1.0,4.35853029508668e-06,5.455220987455766e-06,1.061468500905209e-05,1.4022297027394797e-05,3.6793198853293125e-06,0.85465,0.067,0.0,0.0
10.0,0.03511191734215127,1.5199110829529332e-05,20000,8000,1.0,1.2292743718691572e-05,1.5422329127131408e-05,3.0457731878712708e-05,3.963305531492878e-05,1.039764576907174e-05,0.9482,0.5163,0.0,0.0
10.0,0.03511191734215127,4.328761281083062e-05,20000,8000,1.0,3.504694325980135e-05,4.380178491065241e-05,8.626889560262545e-05,0.0001124262353271397,2.9832922377689346e-05,0.98095,0.82335,0.02195,0.0
10.0,0.03511191734215127,0.0001232846739442066,20000,8000,1.0,9.971861705134768e-05,0.00012515940524560496,0.0002443500588071315,0.0003273441569175113,8.468600151212432e-05,0.993,0.93565,0.424,0.0
10.0,0.03511191734215127,0.0003511191734215127,20000,8000,1.0,0.0002853857886992071,0.0003574719404051233,0.0007007479288682059,0.0009266085061069291,0.00024096995507011924,0.9981,0.9785,0.78135,0.0056
10.0,0.03511191734215127,0.001,20000,8000,1.0,0.0008134985077488228,0.0010179328398539887,0.001984514222821258,0.0026056054529660306,0.0006920646069337297,0.999,0.99125,0.9202,0.32965
10.0,0.1,1e-08,20000,8000,1.0,8.336858638019034e-09,1.0468455308078702e-08,2.074299942644451e-08,2.6908487905338266e-08,6.9979390264814805e-09,0.0,0.0,0.0,0.0
10.0,0.1,2.848035868435799e-08,20000,8000,1.0,2.390632828597327e-08,2.9943671577441773e-08,5.855305105656679e-08,7.718895078367572e-08,2.026480166888475e-08,0.0,0.0,0.0,0.0
10.0,0.1,8.111308307896873e-08,20000,8000,1.0,6.786961845705422e-08,8.509792097192372e-08,1.6602361455761823e-07,2.1919078996192595e-07,5.7461680596250505e-08,0.0,0.0,0.0,0.0
10.0,0.1,2.310129700083158e-07,20000,8000,1.0,1.9388921892898581e-07,2.429766905977533e-07,4.799709819281496e-07,6.21127293478463e-07,1.6434254132614692e-07,5e-05,0.0,0.0,0.0
10.0,0.1,6.579332246575682e-07,20000,8000,1.0,5.523392502419862e-07,6.930316912527704e-07,1.3502758583030308e-06,1.7761174231835398e-06,4.668020711869907e-07,0.1495,0.0,0.0,0.0
10.0,0.1,1.873817422860383e-06,20000,8000,1.0,1.5633429347268604e-06,1.9582107878392115e-06,3.835888867978286e-06,5.007827211800069e-06,1.3226353925313271e-06,0.60895,0.0,0.0,0.0
10.0,0.1,5.336699231206302e-06,20000,8000,1.0,4.468850574785475e-06,5.592732445829895e-06,1.0917267877106125e-05,1.4463421258824458e-05,3.823040227229043e-06,0.8579,0.0735,0.0,0.0
10.0,0.1,1.5199110829529332e-05,20000,8000,1.0,1.2646538896954573e-05,1.5875808847681026e-05,3.163692734313332e-05,4.1027079173576765e-05,1.0690075215576276e-05,0.95005,0.5275,0.0,0.0
10.0,0.1,4.328761281083062e-05,20000,8000,1.0,3.632777393450139e-05,4.5633198203974095e-05,8.933943102271567e-05,0.00011826740585237784,3.0490017339955692e-05,0.98125,0.8249,0.0294,0.0
10.0,0.1,0.0001232846739442066,20000,8000,1.0,0.00010365310561856926,0.00012938152090608986,0.0002529289792991006,0.0003343995009613966,8.910587385727438e-05,0.9943,0.93945,0.44765,0.0
10.0,0.1,0.0003511191734215127,20000,8000,1.0,0.00029539296353676584,0.00037004671408906,0.0007279089347107936,0.0009602846659557243,0.00025147126252562637,0.9977,0.978,0.78845,0.00695
10.0,0.1,0.001,20000,8000,1.0,0.0008363448417542438,0.001051404452756776,0.002078978208293232,0.0027321815908428987,0.0007010182676982892,0.9993,0.99295,0.924,0.3383
