power,L_over_R_H,N_eff,sigma_0_eff,L_metres,L_over_l_P
3,5.202279194625197e-51,1.4079296931759473e-29,1.0,7.283190872475275e-25,45062139776.676796
3,6.551799536917211e-51,2.812430525368452e-29,1.0,9.172519351684096e-25,56751684305.286575
3,8.251398197985649e-51,5.61801167939129e-29,1.0,1.155195747717991e-24,71473607055.693
3,1.0391888799112559e-50,1.122234129699685e-28,1.0,1.4548644318757582e-24,90014535569.92914
3,1.3087642872390086e-50,2.2417351791607607e-28,1.0,1.832270002134612e-24,113365156001.65889
3,1.6482701005216037e-50,4.4780108539668e-28,1.0,2.307578140730245e-24,142773147846.7349
3,2.0758469273370018e-50,8.945115995258441e-28,1.0,2.9061856982718025e-24,179809850442.64688
3,2.614341220150036e-50,1.786844712485407e-27,1.0,3.66007770821005e-24,226454223387.40173
3,3.292526016907986e-50,3.5693377573074305e-27,1.0,4.60953642367118e-24,285198587083.7943
3,4.14663835327273e-50,7.129982777305546e-27,1.0,5.805293694581822e-24,359181793379.2515
3,5.222315494101872e-50,1.4242601250216348e-26,1.0,7.311241691742621e-24,452356941927.0239
3,6.577033441658125e-50,2.845051618053596e-26,1.0,9.207846818321375e-24,569702603755.0619
3,8.283178015871422e-50,5.683174419607115e-26,1.0,1.1596449222219991e-23,717488838222.9283
3,1.043191260181858e-49,1.1352508080599691e-25,1.0,1.4604677642546013e-23,903612217289.1042
3,1.31380492274173e-49,2.267736835164466e-25,1.0,1.8393268918384223e-23,1138017758236.4307
3,1.65461832446672e-49,4.529950841744167e-25,1.0,2.3164656542534078e-23,1433230309730.462
3,2.0838419405125403e-49,9.04886947657242e-25,1.0,2.9173787167175566e-23,1805023784438.4436
3,2.6244102152311267e-49,1.8075701407063623e-24,1.0,3.674174301323577e-23,2273263996908.642
3,3.305207004383181e-49,3.610738139203248e-24,1.0,4.627289806136453e-23,2862970141553.4385
3,4.162608908631134e-49,7.212682714930312e-24,1.0,5.827652472083587e-23,3605651628043.5864
3,5.242428962312124e-49,1.4407799718684106e-23,1.0,7.339400547236974e-23,4540991704425.956
3,6.602364533430616e-49,2.8780510794409625e-23,1.0,9.243310346802862e-23,5718967827974.46
3,8.315080232022388e-49,5.7490929757512e-23,1.0,1.1641112324831342e-22,7202522080260.442
3,1.0472090554055454e-48,1.1484184655350837e-22,1.0,1.4660926775677634e-22,9070924313105.068
3,1.3188649719819131e-48,2.294040081704476e-22,1.0,1.8464109607746783e-22,11424007726346.883
3,1.6609909982560967e-48,4.582493276102904e-22,1.0,2.325387397558535e-22,14387503194474.48
3,2.0918677460527932e-48,9.153826383855445e-22,1.0,2.9286148444739107e-22,18119757367951.906
3,2.6345179905070755e-48,1.828535961039704e-21,1.0,3.688325186709906e-22,22820193513461.09
3,3.3179368320019375e-48,3.652618719874766e-21,1.0,4.645111564802712e-22,28739967175988.395
3,4.178640973727482e-48,7.296341880634134e-21,1.0,5.850097363218475e-22,36195386020265.83
3,5.262619896467023e-48,1.4574914307212693e-20,1.0,7.367667855053832e-22,45584810905790.43
3,6.627793186545325e-48,2.9114332981902496e-20,1.0,9.278910461163454e-22,57409941260280.42
3,8.347105317848905e-48,5.81577611445484e-20,1.0,1.1685947444988468e-21,72302622079984.08
3,1.0512423249521835e-47,1.1617388533162692e-19,1.0,1.471739254933057e-21,91058604918967.42
3,1.3239445097305484e-47,2.3206484168985457e-19,1.0,1.853522313622768e-21,114680066797799.1
3,1.667388216056999e-47,4.635645144759008e-19,1.0,2.3343435024797986e-21,144429158918598.78
3,2.0999244625529022e-47,9.260000675521672e-19,1.0,2.939894247574063e-21,181895446422381.53
3,2.644664695337724e-47,1.849744961768844e-18,1.0,3.7025305734728134e-21,229080842656190.6
3,3.330715687869451e-47,3.694985069098243e-18,1.0,4.6630019630172315e-21,288506576191085.6
3,4.194734785463232e-47,7.38097140040493e-18,1.0,5.872628699648525e-21,363347906094553.44
3,5.282888594922589e-47,1.474396724068252e-17,1.0,7.396044032891624e-21,457603783616547.1
3,6.653319776754533e-47,2.9452027138647707e-17,1.0,9.314647687456346e-21,576310525718797.1
3,8.379253746576943e-47,5.883232704032576e-17,1.0,1.173095524520772e-20,725810917535148.9
3,1.055291128420298e-46,1.1752137429066526e-16,1.0,1.477407579788417e-20,914093122550845.6
3,1.3290436110465382e-46,2.347565379438398e-16,1.0,1.8606610554651537e-20,1151217509282355.5
3,1.6738100723993715e-46,4.689413516478275e-16,1.0,2.34333410135912e-20,1449854200827913.8
3,2.108012209064772e-46,9.36740647188747e-16,1.0,2.951217092690681e-20,1825960069847072.8
3,2.654850479658166e-46,1.8711999635182058e-15,1.0,3.716790671521433e-20,2299631352429804.0
3,3.343543760815394e-46,3.7378428212532005e-15,1.0,4.6809612651415516e-20,2896177438053742.5
3,4.210890581652256e-46,7.466582529279825e-15,1.0,5.895246814313158e-20,3647473210794805.5
3,5.303235357183856e-46,1.491498100175739e-14,1.0,7.424529500057399e-20,4593662200616486.0
3,6.678944681257818e-46,2.979363817522021e-14,1.0,9.350522553760946e-20,5785301548184504.0
3,8.411525993255078e-46,5.95147171566163e-14,1.0,1.1776136390557108e-19,7286063393806737.0
3,1.0593555256379544e-45,1.1888449263568426e-13,1.0,1.4830977358931361e-19,9176137032170890.0
3,1.3341623512779357e-45,2.3747945490610197e-13,1.0,1.86782729178911e-19,1.155651361814262e+16
3,1.6802566621772363e-45,4.743805542016387e-13,1.0,2.3523593270481307e-19,1.455438236570424e+16
3,2.116131105098831e-45,9.476058057049324e-13,1.0,2.9625835471383637e-19,1.8329926571848896e+16
3,2.6650754939809617e-45,1.892903819628347e-12,1.0,3.7311056915733465e-19,2.308488259323774e+16
3,3.356421240396705e-45,3.7811976760717486e-12,1.0,4.698989736555386e-19,2.9073319102217076e+16
3,4.227108601024354e-45,7.553186652841954e-12,1.0,5.917952041434096e-19,3.661521258362137e+16
3,5.3236604839093894e-45,1.5087978333875217e-11,1.0,7.453124677473145e-19,4.61135444436252e+16
3,6.7046682787072e-45,3.0139211523103794e-11,1.0,9.386535590190079e-19,5.8075833270059976e+16
3,8.443922534761503e-45,6.020502224574975e-11,1.0,1.1821491548666105e-18,7.314125276436022e+16
3,1.0634355766636436e-44,1.2026342165032613e-10,1.0,1.488809807329101e-18,9.211478432110656e+16
3,1.3393008060629706e-44,2.402339547024283e-10,1.0,1.8750211284881587e-18,1.160102291091541e+17
3,1.686728080650094e-44,4.798828455069908e-10,1.0,2.3614193129101317e-18,1.4610437789272928e+17
3,2.124281270625793e-44,9.585969880783463e-10,1.0,2.9739937788761102e-18,1.8400523301558912e+17
3,2.6753398893983625e-44,1.9148594165354285e-09,1.0,3.745475845157708e-18,2.3173792781199178e+17
3,3.3693483169003917e-44,3.825055399396603e-09,1.0,4.717087643660548e-18,2.91852934324135e+17
3,4.24338908322878e-44,7.640795288734665e-09,1.0,5.940744716520292e-18,3.6756234112317005e+17
3,5.344164276915722e-44,1.5262982244272725e-08,1.0,7.481829987682011e-18,4.6291148288370406e+17
3,6.730490949213374e-44,3.048879314074161e-08,1.0,9.422687328898723e-18,5.829950922904321e+17
3,8.476443849811229e-44,6.090333411268584e-08,1.0,1.1867021389735722e-17,7.342295237902263e+17
3,1.0675313417871681e-43,1.2165834472092318e-07,1.0,1.4945438785020355e-17,9.246955947557999e+17
3,1.3444590513311895e-43,2.43020403658866e-07,1.0,1.882242671863665e-17,1.1645703628843622e+18
3,1.6932244234443327e-43,4.854489573238305e-07,1.0,2.370514192822066e-17,1.4666709107300925e+18
3,2.1324628260784346e-43,9.6971565604676e-07,1.0,2.985447956509808e-17,1.8471391930789437e+18
3,2.685643817584543e-43,1.937069674155086e-06,1.0,3.7599013446183604e-17,2.326304540198397e+18
3,3.3823251813463435e-43,3.869421823947902e-06,1.0,4.735255253884881e-17,2.9297699025740867e+18
3,4.259732268837785e-43,7.729420088193268e-06,1.0,5.963625176372899e-17,3.689779877787168e+18
3,5.3647470391818184e-43,1.5440016007045188e-05,1.0,7.510645854854546e-17,4.646943616480411e+18
3,6.756413074350913e-43,3.0842429519642754e-05,1.0,9.458978304091278e-17,5.852404666399348e+18
3,8.509090418962594e-43,6.160974562721169e-05,1.0,1.1912726586547633e-16,7.370573694465065e+18
3,1.0716428815305335e-42,0.0001230694473608871,1.0,1.500300034142747e-16,9.282570102754497e+18
3,1.3496371633045779e-42,0.0002458391723504406,1.0,1.889492028626409e-16,1.169055643216206e+19
3,1.699745786554668e-42,0.0004910796298997371,1.0,2.3796441011765355e-16,1.4723197151294415e+19
3,2.140675892353372e-42,0.0009809632883024913,1.0,2.9969462492947204e-16,1.8542533506746896e+19
3,2.6959874307978434e-42,0.0019595375462707594,1.0,3.7743824031169807e-16,2.335264177445379e+19
3,3.395352025490151e-42,0.0039143028500989,1.0,4.753492835686211e-16,2.9410537543186014e+19
3,4.276138399350171e-42,0.007819072837594546,1.0,5.986593759090239e-16,3.703990867214789e+19
3,5.38540907485355e-42,0.015619103166241752,1.0,7.53957270479497e-16,4.664841070743768e+19
3,6.782435037163997e-42,0.03120016769056646,1.0,9.495409052029596e-16,5.874944889283928e+19
3,8.541862724625193e-42,0.062324350736310374,1.0,1.195860781447527e-15,7.398961063987595e+19
3,1.0757702566488599e-41,0.12449691723538649,1.0,1.506078359308404e-15,9.318321423960972e+19
3,1.3548352184986857e-41,0.2486906356504388,1.0,1.89676930589816e-15,1.1735581983648372e+20
3,1.7062922663454514e-41,0.4967756120682734,1.0,2.388809172883632e-15,1.4779902755961356e+20
3,2.1489205908128477e-41,0.9923413806890566,1.0,3.008488827137987e-15,1.8613949080670975e+20
3,2.7063708818830187e-41,1.9822660209265175,0.7102627388617985,3.7889192346362264e-15,2.3442583222549823e+20
3,3.408429041825941e-41,3.9597044466606737,0.5025376613487175,4.771800658556317e-15,2.9523810652132966e+20
3,4.292607717194858e-41,7.909765460024266,0.35556433873828464,6.009650804072801e-15,3.718256589506483e+20
3,5.406150689248188e-41,15.80026753899654,0.2515751727802644,7.568610964947463e-15,4.68280745609292e+20
3,6.808557222172081e-41,31.56205522977693,0.17799891795674405,9.531980111040914e-15,5.8975719246287956e+20
3,8.574761251066461e-41,63.0472444766435,0.12594094418627477,1.2004665751493046e-14,7.427457765942283e+20
3,1.0799135281312105e-40,125.94094418628096,0.08910796540001903,1.5118789393836948e-14,9.354210439464657e+20
3,1.3600532937237584e-40,251.57517278026435,0.06304724447664195,1.9040746112132616e-14,1.1780780948632868e+21
3,1.7128639595522582e-40,502.53766134871745,0.04460830205530101,2.3980095433731614e-14,1.4836826759225255e+21
3,2.157197043286526e-40,1003.8514464001097,0.031562055229776925,3.020075860601136e-14,1.868563970785016e+21
3,2.716794324273497e-40,2005.2581208244462,0.022331343817850742,3.803512053982896e-14,2.353287107531235e+21
3,3.421556423589222e-40,4005.6326516759327,0.01580026753899654,4.790178993024911e-14,2.963752002638761e+21
3,4.309140465734472e-40,8001.51001686284,0.011179284880487547,6.03279665202826e-14,3.7325772554629436e+21
3,5.426972188858921e-40,15983.53321869619,0.007909765460024266,7.597761064402489e-14,4.70084303801225e+21
3,6.834780015375579e-40,31928.14026537058,0.005596457224360881,9.568692021525811e-14,5.920286106787487e+21
3,8.607786484418962e-40,63778.52298719306,0.003959704446660673,1.2050901078186546e-13,7.456064221417131e+21
3,1.0840727572015965e-39,127401.72025740435,0.0028016401584655894,1.5177018600822351e-13,9.390237679587906e+21
3,1.3652914660858725e-39,254493.16735987124,0.001982266020926567,1.9114080525202216e-13,1.1826153995008347e+22
3,1.7194609632832096e-39,508366.5440467122,0.0014025279320210773,2.4072453485964933e-13,1.489397000223661e+22
3,2.1655053720733246e-39,1015495.0161807296,0.000992341380689081,3.0317075209026545e-13,1.8757606447637621e+22
3,2.7272579119936478e-39,2028516.9037266423,0.0007021189334952489,3.8181610767911067e-13,2.3623506666900374e+22
3,3.434734364759739e-39,4052093.573222019,0.0004967756120682733,4.808628110663635e-13,2.975166734620239e+22
3,4.325736889268932e-39,8094318.709389383,0.00035148747166989427,6.056031644976505e-13,3.7469530766967497e+22
3,5.447873881359374e-39,16168924.57818403,0.00024869063565043873,7.627023433903124e-13,4.718948083008636e+22
3,6.861103804261562e-39,32298471.483676665,0.0001759579992037498,9.605545325966187e-13,5.9430877714012864e+22
3,8.64093891268757e-39,64518283.52204723,0.0001244969172353804,1.2097314477762598e-12,7.484780853121938e+22
3,1.0882480053198129e-38,128879439.72008124,8.808626189915697e-05,1.523547207447738e-12,9.426403676695434e+22
3,1.3705498129880964e-38,257445007.45879427,6.232435073630733e-05,1.918769738183335e-12,1.1871701793240145e+23
3,1.7260833750204319e-38,514263035.3562002,4.409682748428131e-05,2.4165167250286048e-12,1.4951333329385553e+23
3,2.1738456999430855e-38,1027273638.5308033,3.1200167690565684e-05,3.0433839799203197e-12,1.8829850363465665e+23
3,2.7377617996610554e-38,2052045462.8618689,2.2075294742381134e-05,3.832866519525478e-12,2.371449133661135e+23
3,3.4479630600643377e-38,4099093390.223234,1.561910316624175e-05,4.827148284090073e-12,2.9866254298301153e+23
3,4.3423972330390705e-38,8188203880.404408,1.1051104257708723e-05,6.079356126254699e-12,3.761384265635496e+23
3,5.468856075608165e-38,16356466273.001518,7.819072837594547e-06,7.65639850585143e-12,4.7371228586153976e+23
3,6.887528977809489e-38,32673098135.73218,5.532288775301522e-06,9.642540568933285e-12,5.965977255404181e+23
3,8.674219025756691e-38,65266624463.334435,3.914302850098899e-06,1.2143906636059368e-11,7.513608085394549e+23
3,1.092439334182364e-37,130374299098.96935,2.7695168174689672e-06,1.5294150678553095e-11,9.462708965202332e+23
3,1.3758284121315452e-37,260431085647.70908,1.9595375462707597e-06,1.9261597769841633e-11,1.1917425016375282e+24
3,1.7327312926214999e-37,520227919462.5197,1.386446679444274e-06,2.4258238096700996e-11,1.500891758831434e+24
3,2.1822181501385964e-37,1039188879911.2561,9.809632883025153e-07,3.055105410194035e-11,1.8902372522863255e+24
3,2.748306142488852e-37,2075846927337.0354,6.940685042305382e-07,3.8476285994843925e-11,2.3805826428901333e+24
3,3.4612427049798462e-37,4146638353272.5933,4.910796298997373e-07,4.845739786971785e-11,2.9981282575904076e+24
3,4.359121743230247e-37,8283178015871.288,3.474573495736017e-07,6.102770440522345e-11,3.77587103552493e+24
3,5.489919081653463e-37,16546183244667.203,2.458391723504405e-07,7.685886714314848e-11,4.755367633396245e+24
3,6.914055926496949e-37,33052070043831.805,1.739404814320881e-07,9.679678297095728e-11,5.988954897027838e+24
3,8.707627315397488e-37,66023645334307.23,1.2306944736088705e-07,1.2190678241556482e-10,7.542546344207122e+24
3,1.0966468057233746e-36,131886497198195.62,8.707627315397345e-08,1.5353055280127243e-10,9.499154081581954e+24
3,1.3811273415166628e-36,263451799050716.12,6.160974562720868e-08,1.9335782781233278e-10,1.1963324340053567e+25
3,1.739404814320881e-36,526261989646693.7,4.359121743230282e-08,2.435166740049233e-10,1.5066723629929886e+25
3,2.1906228463772728e-36,1051242324952183.5,3.0842429519642e-08,3.066871984928182e-10,1.8975173997470582e+25
3,2.7588910962878298e-36,2099924462552936.0,2.1822181501385787e-08,3.8624475348029617e-10,2.389751329340334e+25
3,3.47457349573596e-36,4194734785463096.0,1.5440016007045186e-08,4.864402894030345e-10,3.0096753878752702e+25
3,4.3759106669759934e-36,8379253746576808.0,1.0924393341823639e-08,6.126274933766391e-10,3.7904136004321045e+25
3,5.51106321073757e-36,1.6738100723993718e+16,7.729420088193265e-09,7.715488495032598e-10,4.773682676949242e+25
3,6.940685042305439e-36,3.343543760815394e+16,5.468856075608165e-09,9.716959059227615e-10,6.012021035806611e+25
3,8.741164275275157e-36,6.678944681257819e+16,3.869421823947901e-09,1.223762998538522e-09,7.571596057172426e+25
3,1.1008704821155054e-35,1.3341623512779573e+17,2.7377617996610557e-09,1.5412186749617077e-09,9.535739564373863e+25
3,1.3864466794442855e-35,2.6650754939810496e+17,1.937069674155086e-09,1.9410253512219997e-09,1.2009400442516803e+26
3,1.746104038731416e-35,5.323660483909564e+17,1.3705498129880516e-09,2.4445456542239826e-09,1.5124752308416571e+26
3,2.1990599128530221e-35,1.0634355766636436e+18,9.69715656046784e-10,3.078683877994231e-09,1.9048255863055215e+26
3,2.769516817469012e-35,2.1242812706258273e+18,6.861103804261508e-10,3.877323544456617e-09,2.398955328494957e+26
3,3.487955629318142e-35,4.243389083228641e+18,4.854489573238543e-10,4.883137881045399e-09,3.021266991313499e+26
3,4.392764252361662e-35,8.476443849810951e+18,3.434734364759795e-10,6.149869953306327e-09,3.805012175248539e+26
3,5.532288775301522e-35,1.6932244234443327e+19,2.4302040365886607e-10,7.745204285422131e-09,4.7920682599108006e+26
3,6.967416718726148e-35,3.3823251813463437e+19,1.7194609632832094e-10,9.754383406216607e-09,6.035176012582548e+26
3,8.774830400956219e-35,6.756413074350914e+19,1.2165834472092316e-10,1.2284762561338706e-08,7.600757653550155e+26
3,1.1051104257708722e-34,1.3496371633045999e+20,8.60778648441882e-11,1.547154596079221e-08,9.572465954191764e+26
3,1.3917865045168204e-34,2.6959874307979316e+20,6.090333411268286e-11,1.9485011063235485e-08,1.2055654004619001e+27
3,1.7528290648456621e-34,5.385409074853727e+20,4.309140465734401e-11,2.453960690783927e-08,1.5183004481247865e+27
3,2.207529474238077e-34,1.0757702566488421e+21,3.0488793140740875e-11,3.090541263933308e-08,1.912161919952797e+27
3,2.7801834630457874e-34,2.1489205908128832e+21,2.1571970432865433e-11,3.8922568482641026e-08,2.408194776358992e+27
3,3.5013893034705933e-34,4.292607717194929e+21,1.5262982244272345e-11,4.901945024858831e-08,3.032903239191112e+27
3,4.4096827484280945e-34,8.574761251066179e+21,1.0799135281312105e-11,6.173555847799332e-08,3.819666975693397e+27
3,5.553596088989705e-34,1.7128639595522302e+22,7.640795288734665e-12,7.775034524585586e-08,4.8105246539596696e+27
3,6.994251350765777e-34,3.4215564235892215e+22,5.406150689248189e-12,9.791951891072088e-08,6.058420169510435e+27
3,8.808626189915841e-34,6.8347800153755805e+22,3.825055399396603e-12,1.2332076665882177e-07,7.630031564253274e+27
3,1.1093666993419672e-33,1.3652914660858945e+23,2.706370881883019e-12,1.553113379078754e-07,9.60933379373152e+27
3,1.3971468956394084e-33,2.7272579119937363e+23,1.9148594165354283e-12,1.9560056538951717e-07,1.2102085709836454e+28
