power,L_over_R_H,N_eff,sigma_0_eff,L_metres,L_over_l_P
3,3.5284120682735234e-32,4.3927642523617336e+27,1.5087978333874848e-14,4.939776895582933e-06,3.0563103567091407e+29
3,4.443715473566178e-32,8.774830400956147e+27,1.0675313417871726e-14,6.221201662992649e-06,3.849146120502426e+29
3,5.596457224360928e-32,1.752829064845648e+28,7.553186652841861e-15,7.835040114105299e-06,4.847650967270201e+29
3,7.048231069341252e-32,3.501389303470621e+28,5.344164276915658e-15,9.867523497077753e-06,6.105177399035271e+29
3,8.876608757158817e-32,6.994251350765776e+28,3.7811976760717484e-15,1.2427252260022343e-05,7.688918060592136e+29
3,1.1179284880487548e-31,1.3971468956394087e+29,2.675339889398362e-15,1.5650998832682567e-05,9.683496003218901e+29
3,1.4079296931759592e-31,2.7908911906362477e+29,1.8929038196283705e-15,1.971101570446343e-05,1.2195486296694167e+30
3,1.7731599490647533e-31,5.5749854666545356e+29,1.3393008060629648e-15,2.4824239286906548e-05,1.5359110590164637e+30
3,2.2331343817850555e-31,1.1136393657225947e+30,9.47605805704944e-16,3.126388134499078e-05,1.9343408895867778e+30
3,2.812430525368452e-31,2.2245665828277286e+30,6.704668278707144e-16,3.9374027355158326e-05,2.4361271801267946e+30
3,3.5420015582320943e-31,4.443715473566214e+30,4.743805542016503e-16,4.958802181524932e-05,3.068081572230206e+30
3,4.460830205530137e-31,8.87660875715896e+30,3.3564212403966773e-16,6.245162287742192e-05,3.8639709004718887e+30
3,5.618011679391243e-31,1.7731599490647536e+31,2.37479454906099e-16,7.86521635114774e-05,4.8663214351372397e+30
3,7.075376953520639e-31,3.5420015582321233e+31,1.680256662177243e-16,9.905527734928894e-05,6.128691162551016e+30
3,8.910796540002049e-31,7.075376953520582e+31,1.1888449263568425e-16,0.00012475115156002867,7.718531516377593e+30
3,1.1222341296996667e-30,1.4133522589244069e+32,8.411525993255077e-17,0.00015711277815795335,9.720791469041292e+30
3,1.4133522589244068e-30,2.8232624507910794e+32,5.951471715661627e-17,0.00019786931624941694,1.2242456558489653e+31
3,1.7799891795674552e-30,5.639649150249791e+32,4.2108905816522395e-17,0.0002491984851394437,1.5418265381356513e+31
3,2.241735179160816e-30,1.1265563542986247e+33,2.9793638175219123e-17,0.0003138429250825142,1.9417908998426252e+31
3,2.8232624507910327e-30,2.2503691020466484e+33,2.10801220906479e-17,0.00039525674311074457,2.445509793384983e+31
3,3.555643387382846e-30,4.495257672750181e+33,1.4914981001757024e-17,0.0004977900742335983,3.0798981239569146e+31
3,4.4780108539668726e-30,8.97956763005738e+33,1.0552911284202893e-17,0.0006269215195553622,3.8788527772867655e+31
3,5.6396491502497914e-30,1.7937266491209075e+34,7.466582529279736e-18,0.0007895508810349708,4.885063811310534e+31
3,7.102627388617926e-30,3.583084870363675e+34,5.2828885949225234e-18,0.0009943678344065097,6.152295488066609e+31
3,8.945115995258514e-30,7.157443523806219e+34,3.737842821253154e-18,0.001252316239336192,7.7482590268007955e+31
3,1.1265563542986153e-29,1.4297455865530387e+35,2.644664695337724e-18,0.0015771788960180614,9.758230576351265e+31
3,1.4187957093941743e-29,2.856009181866215e+35,1.8711999635182058e-18,0.001986313993151844,1.2289607723730748e+32
3,1.7868447124853928e-29,5.705062861266846e+35,1.323944509730543e-18,0.00250158259747955,1.5477648004055979e+32
3,2.250369102046667e-29,1.1396231656979207e+36,9.367406471887589e-19,0.003150516742865334,1.949269603413653e+32
3,2.834136094793812e-29,2.2764709020348236e+36,6.627793186545298e-19,0.003967790532711337,2.454928543275249e+32
3,3.5693377573073714e-29,4.5473977046064977e+36,4.68941351647839e-19,0.00499707286023032,3.0917601864992343e+32
3,4.495257672750182e-29,9.083720712343474e+36,3.317936832001911e-19,0.006293360741850254,3.893791970852529e+32
3,5.661369956667588e-29,1.814531900217776e+37,2.347565379438369e-19,0.007925917939334623,4.903878372741073e+32
3,7.12998277730537e-29,3.624644703611309e+37,1.6609909982561038e-19,0.009981975888227518,6.175990724376734e+32
3,8.979567630057307e-29,7.2404619758080405e+37,1.175213742906638e-19,0.01257139468208023,7.778101031136937e+32
3,1.1308952257139363e-28,1.446329058704413e+38,8.315080232022389e-20,0.015832533159995107,9.795813878376313e+32
3,1.4242601250216578e-28,2.889135738910348e+38,5.883232704032576e-20,0.01993964175030321,1.2336940489157472e+33
3,1.7937266491209227e-28,5.771235299196837e+38,4.162608908631066e-20,0.025112173087692917,1.5537259335743998e+33
3,2.259036278023755e-28,1.1528415377000446e+39,2.94520271386477e-20,0.03162650789233257,1.9567771108106436e+33
3,2.845051618053596e-28,2.3028754541189762e+39,2.083841940512558e-20,0.039830722652750346,2.4643835689758327e+33
3,3.583084870363645e-28,4.600142503334903e+39,1.4743967240682154e-20,0.05016318818509103,3.1036679351396303e+33
3,4.512570916731608e-28,9.189081855529224e+39,1.0431912601818496e-20,0.06317599283424251,3.908788701921572e+33
3,5.683174419607115e-28,1.8355784692844115e+40,7.380971400404749e-21,0.07956444187449961,4.922765397446542e+33
3,7.157443523806159e-28,3.6666865850945796e+40,5.22231549410183e-21,0.10020420933328622,6.199777221619497e+33
3,9.014151953480853e-28,7.324443350304269e+40,3.6949850690982434e-21,0.12619812734873193,7.808057970353188e+33
3,1.1352508080599504e-27,1.4631048808453112e+41,2.6143412201500357e-21,0.15893511312839306,9.83354193047465e+33
3,1.4297455865530387e-27,2.922646527485866e+41,1.849744961768844e-21,0.20016438211742543,1.2384455554193208e+34
3,1.800635091166519e-27,5.838175264434987e+41,1.3087642872390087e-21,0.25208891276331263,1.5597100257280728e+34
3,2.2677368351645404e-27,1.1662132282407987e+42,9.26000067552167e-22,0.31748315692303564,1.964313532969956e+34
3,2.8560091818661677e-27,2.3295862698897292e+42,6.551799536917265e-22,0.39984128546126346,2.4738750102011345e+34
3,3.596884929689012e-27,4.653499083564205e+42,4.635645144759123e-22,0.5035638901564616,3.1156215458356607e+34
3,4.529950841744241e-27,9.295665071788875e+42,3.2798936821928276e-22,0.6341931178441937,3.9238431920965053e+34
3,5.705062861266892e-27,1.8568691553430603e+43,2.320648416898489e-22,0.7987088005773649,4.941725164515283e+34
3,7.185010033900144e-27,3.709216106041262e+43,1.6419462326147588e-22,1.0059014047460202,6.223655331281389e+34
3,9.048869476572423e-27,7.409398816134333e+43,1.161738853316269e-22,1.2668417267201393,7.838130287115209e+34
3,1.1396231656979115e-26,1.4800752840234974e+44,8.219740308763357e-23,1.595472431977076,9.871415290143424e+34
3,1.435252175045488e-26,2.9565460042548225e+44,5.81577611445484e-23,2.009353045063683,1.2432153620955128e+35
3,1.8075701407063622e-26,5.90589165945182e+44,4.1148808287049243e-23,2.530598196988907,1.5657171652919291e+35
3,2.276470902034805e-26,1.1797400156461869e+45,2.91143329819025e-23,3.187059262848727,1.971878981255264e+35
3,2.8670089481484395e-26,2.3566069016680574e+45,2.059948805972821e-23,4.013812527407815,2.4834030072035753e+35
3,3.6107381392031886e-26,4.70747454128517e+45,1.4574914307212337e-23,5.055033394884464,3.1276211952225752e+35
3,4.547397704606499e-26,9.40348453582245e+45,1.031230127887875e-23,6.366356786449098,3.9389556638334286e+35
3,5.727035605086504e-26,1.8784067898816752e+46,7.296341880633955e-24,8.017849847121106,4.960757954110648e+35
3,7.212682714930196e-26,3.7522389225314753e+46,5.162436918724449e-24,10.097755800902274,6.2476254062027795e+35
3,9.083720712343474e-26,7.495339671683709e+46,3.6526187198746766e-24,12.717208997280864,7.868318425793494e+35
3,1.1440123632369577e-25,1.497242525164431e+47,2.5843654310599762e-24,16.01617308531741,9.90943451702696e+35
3,1.4407799718683634e-25,2.9908386775716345e+47,1.828535961039704e-24,20.17091960615709,1.2480035394264573e+36
3,1.8145319002177905e-25,5.97439348997656e+47,1.2937581197423929e-24,25.403446603049066,1.5717474410318337e+36
3,2.2852386076954757e-25,1.1934236988688064e+48,9.153826383855446e-25,31.993340507736658,1.979473567459136e+36
3,2.878051079441009e-25,2.383940942978117e+48,6.476677223285946e-25,40.29271511217413,2.4929677007758138e+36
3,3.6246447036112796e-25,4.7620760547942384e+48,4.582493276103017e-25,50.745025850557916,3.1396670606159244e+36
3,4.564911763125921e-25,9.512554586740843e+48,3.242286731540231e-25,63.9087646837629,3.9541263404452204e+36
3,5.7490929757512015e-25,1.9001942372303014e+49,2.294040081704532e-25,80.48730166051682,4.979864047474985e+36
3,7.240461975807983e-25,3.7957607562495427e+49,1.623119832454472e-25,101.36646766131176,6.271687800582937e+36
3,9.118706175780927e-25,7.582277346385769e+49,1.1484184655350557e-25,127.66188646093298,7.898622832469688e+36
3,1.1484184655350649e-24,1.5146088873714148e+50,8.125493544044401e-26,160.77858517490907,9.947600172925007e+36
3,1.4463290587044129e-24,3.0255291080826576e+50,5.749092975751202e-26,202.4860682186178,1.252810158165746e+37
3,1.821520472572828e-24,6.043689866194962e+50,4.06769999442771e-26,255.0128661601959,1.577800942055529e+37
3,2.294040081704551e-24,1.2072660977271202e+51,2.878051079440962e-26,321.16561143863714,1.9870974038047035e+37
3,2.8891357389103478e-24,2.4115920290246283e+51,2.0363296278531613e-26,404.4790034474487,2.5025692322526375e+37
3,3.6386048284067984e-24,4.817310885648166e+51,1.440779971868375e-26,509.40467597695175,3.1517593200141795e+37
3,4.58249327610298e-24,9.622889729972836e+51,1.0194061408051532e-26,641.5490586544172,3.969355446104836e+37
3,5.7712352991967425e-24,1.9222343949420538e+52,7.212682714930137e-27,807.9729418875439,4.999043726933831e+37
3,7.268348227020076e-24,3.839787395245017e+52,5.1032449054272944e-27,1017.5687517828106,6.29584286998531e+37
3,9.153826383855595e-24,7.670223402243812e+52,3.6107381392031595e-27,1281.5356937397833,7.929043954943887e+37
3,1.1528415377000069e-23,1.5321766802292357e+53,2.554733341531645e-27,1613.9781527800096,9.985912821801074e+37
3,1.4518995175509814e-23,3.0606219093327223e+53,1.8075701407063618e-27,2032.659324571374,1.2576352893394755e+38
3,1.828535961039704e-23,6.113790003960883e+53,1.2789240115425745e-27,2559.9503454555856,1.5838777578139499e+38
3,2.3028754541190143e-23,1.2212690531474785e+54,9.048869476572422e-28,3224.02563576662,1.9947506029473195e+38
3,2.900263090351497e-23,2.4395638371770317e+54,6.402416254995636e-28,4060.3683264920955,2.512207743513304e+38
3,3.6526187198747064e-23,4.873186379629762e+54,4.529950841744278e-28,5113.666207824589,3.163898152101363e+38
3,4.600142503334903e-23,9.73450463919419e+54,3.2051109786258625e-28,6440.199504668864,3.984643205848622e+38
3,5.793462902614208e-23,1.9445301941784674e+55,2.2677368351645218e-28,8110.8480636598915,5.018297275900084e+38
3,7.296341880634014e-23,3.8843246947024415e+55,1.6045092940172759e-28,10214.87863288762,6.3200909713427764e+38
3,9.189081855529224e-23,7.759189535367253e+55,1.135250808059941e-28,12864.714597740915,7.959582242740727e+38
3,1.1572816450903352e-22,1.549948240111392e+56,8.032327403812922e-29,16201.943031264693,1.0024373029790901e+39
3,1.4574914307212214e-22,3.096121748378681e+56,5.683174419607116e-29,20404.8800300971,1.2624790042472939e+39
3,1.8355784692843813e-22,6.184703226021929e+56,4.0210601311325883e-29,25698.09856998134,1.589977978102548e+39
3,2.311744855496757e-22,1.2354344274089467e+57,2.845051618053596e-29,32364.427976954597,2.0024332779762227e+39
3,2.911433298190297e-22,2.4678600874580764e+57,2.0129812649952852e-29,40760.066174664156,2.5218833769834682e+39
3,3.6666865850945205e-22,4.9297099677250586e+57,1.4242601250216344e-29,51333.612191323286,3.176083736249743e+39
3,4.617859705619514e-22,9.847414158279119e+57,1.0077177264396662e-29,64650.0358786732,3.999989845579639e+39
3,5.81577611445484e-22,1.96708460009932e+58,7.12998277730537e-30,81420.86560236776,5.0376249788781945e+39
3,7.324443350304389e-22,3.929378577720043e+58,5.044731582154509e-30,102542.20690426145,6.344432462962926e+39
3,9.224473111762316e-22,7.849187577527481e+58,3.569337757307342e-30,129142.62356467242,7.990238147116168e+39
3,1.1617388533162691e-21,1.567925930490508e+59,2.525441010738321e-30,162643.43946427768,1.0062981365210172e+40
3,1.463104880845311e-21,3.1320333464101105e+59,1.7868447124854074e-30,204834.68331834354,1.2673413744634573e+40
3,1.8426481013720853e-21,6.256438963259291e+59,1.264259989823936e-30,257970.73419209194,1.5961016930626166e+40
3,2.3206484168985075e-21,1.2497641043909745e+60,8.94511599525844e-31,324890.778365791,2.0101455424162092e+40
3,2.9226465274858662e-21,2.4964845430386775e+60,6.329006755941989e-31,409170.5138480213,2.53159627563733e+40
3,3.680808631943133e-21,4.986889167110605e+60,4.478010853966799e-31,515313.2084720386,3.1883162525222727e+40
3,4.635645144759085e-21,9.961633303274403e+60,3.1683614793772483e-31,648990.3202662719,4.015395592071003e+40
3,5.838175264434891e-21,1.9899006122569722e+61,2.241735179160816e-31,817344.5370208847,5.057027121468362e+40
3,7.352653051278966e-21,3.974955036097458e+61,1.5861121422530765e-31,1029371.4271790552,6.368867704533351e+40
3,9.260000675521823e-21,7.940229497731379e+61,1.1222341296996573e-31,1296400.0945730552,8.0210121210641585e+40
3,1.1662132282407797e-20,1.586112142253116e+62,7.940229497731181e-32,1632698.5195370915,1.0101738398563912e+41
3,1.4687399508716735e-20,3.1683614793771715e+62,5.618011679391288e-32,2056235.9312203429,1.2722224718378863e+41
3,1.849744961768844e-20,6.329006755941989e+62,3.974955036097458e-32,2589642.9464763817,1.6022489931826237e+41
3,2.3295862698897674e-20,1.2642599898239358e+63,2.812430525368452e-32,3261420.777845674,2.0178875102293105e+41
3,2.9339029439330406e-20,2.5254410107383835e+63,1.989900612256972e-32,4107464.121506257,2.5413465829997474e+41
3,3.694985069098243e-20,5.0447315821546314e+63,1.4079296931759476e-32,5172979.09673754,3.200595881675565e+41
3,4.6534990835642046e-20,1.0077177264396413e+64,9.961633303274647e-33,6514898.716989886,4.030860672969232e+41
3,5.860660683540499e-20,2.0129812649952848e+64,7.048231069341253e-33,8204924.956956698,5.076503990370763e+41
3,7.38097140040481e-20,4.021060131132588e+64,4.9868891671104826e-33,10333359.960566733,6.393397057126959e+41
3,9.295665071788876e-20,8.03232740381312e+64,3.5284120682734946e-33,13013931.100504426,8.051904619323329e+41
3,1.170704835980486e-19,1.604509294017315e+65,2.4964845430386172e-33,16389867.703726802,1.014064470255424e+42
3,1.4743967240682275e-19,3.205110978625941e+65,1.7663569200635786e-33,20641554.136955187,1.2771223684972474e+42
3,1.85686915534303e-19,6.402416254995636e+65,1.2497641043909749e-33,25996168.17480242,1.6084199692995485e+42
3,2.3385585465427556e-19,1.278924011542575e+66,8.84255214154519e-34,32739819.65159858,2.0256592958164757e+42
3,2.9452027138648183e-19,2.554733341531645e+66,6.25643896325929e-34,41232837.994107455,2.5511344431483556e+42
3,3.709216106041201e-19,5.103244905427419e+66,4.426666405175299e-34,51929025.484576814,3.2129228051623544e+42
3,4.67142178585774e-19,1.0194061408051783e+67,3.13203334641011e-34,65399905.00200836,4.046385316797681e+42
3,5.883232704032576e-19,2.0363296278531607e+67,2.216031655684858e-34,82365257.85645607,5.096055873389785e+42
3,7.409398816134453e-19,4.067699994427711e+67,1.5679259304904697e-34,103731583.42588234,6.418020883207311e+42
3,9.331466827566548e-19,8.125493544044402e+67,1.109366699341958e-34,130640535.58593167,8.082916098383712e+42
3,1.1752137429066522e-18,1.6231198324545118e+68,7.849187577527285e-35,164529924.0069313,1.0179700852089014e+43
3,1.4800752840235218e-18,3.242286731540311e+68,5.553596088989659e-35,207210539.76329306,1.2820411368459373e+43
3,1.8640207873669114e-18,6.476677223285946e+68,3.929378577720043e-35,260962910.2313676,1.6146147126002245e+43
3,2.3475653794383598e-18,1.293758119742393e+69,2.780183463045787e-35,328659153.1213704,2.0334610140192628e+43
3,2.9565460042548225e-18,2.584365431059977e+69,1.9670846000993197e-35,413916440.5956752,2.5609600007156986e+43
3,3.723501953060164e-18,5.162436918724576e+69,1.3917865045167977e-35,521290273.4284229,3.2252972051342327e+43
3,4.6894135164784286e-18,1.0312301278879007e+70,9.847414158279116e-36,656517892.30698,4.0619697529596504e+43
3,5.905891659451723e-18,2.05994880597277e+70,6.967416718726204e-36,826824832.3232412,5.115683059438277e+43
3,7.437935718532072e-18,4.114880828704924e+70,4.9297099677249375e-36,1041311000.59449,6.442739546633978e+43
3,9.367406471887626e-18,8.219740308763359e+70,3.4879556293181704e-36,1311436906.0642676,8.114047016493484e+43
3,1.1797400156461678e-17,1.6419462326147988e+71,2.467860087458016e-36,1651636021.904635,1.0218907424290318e+44
3,1.4857757146481137e-17,3.2798936821929073e+71,1.7461040387313733e-36,2080086000.5073593,1.286978849567277e+44
3,1.871199963518206e-17,6.551799536917105e+71,1.2354344274089467e-36,2619679948.9254885,1.6208333146226855e+44
3,2.3566069016680964e-17,1.3087642872390085e+72,8.741164275275157e-37,3299249662.335335,2.041292780121537e+44
3,2.967932982719765e-17,2.6143412201500365e+72,6.184703226021926e-37,4155106175.807671,2.5708234008913636e+44
3,3.7378428212532e-17,5.222315494101956e+72,4.375910666975993e-37,5232979949.75448,3.2377192644443357e+44
3,4.7074745412852483e-17,1.0431912601818752e+73,3.0961217483786816e-37,6590464357.799348,4.077614211742174e+44
3,5.928637884623246e-17,2.0838419405126092e+73,2.1906228463772367e-37,8300093038.472545,5.135385838541903e+44
3,7.466582529279703e-17,4.162608908631066e+73,1.5499482401113538e-37,10453215540.991585,6.4675534126679175e+44
3,9.403484535822447e-17,8.315080232022386e+73,1.0966468057233657e-37,13164878350.151426,8.145297833665744e+44
3,1.184283721082532e-16,1.6609909982561236e+74,7.759189535367063e-38,16579972095.155449,1.0258264998502988e+45
3,1.491498100175714e-16,3.317936832001991e+74,5.489919081653418e-38,20880973402.46,1.2919355796245022e+45
3,1.8784067898816755e-16,6.62779318654554e+74,3.884324694702347e-38,26297695058.343456,1.6270758672575462e+45
3,2.3656832468360763e-16,1.3239445097305262e+75,2.748306142488853e-38,33119565455.70507,2.0491547098511725e+45
3,2.979363817521925e-16,2.6446646953377243e+75,1.9445301941784672e-38,41711093445.306946,2.5807247894241284e+45
3,3.752238922531414e-16,5.282888594922589e+75,1.3758284121315226e-38,52531344915.4398,3.250189166650052e+45
3,4.725605127161043e-16,1.0552911284203153e+76,9.734504639194191e-39,66158471780.25461,4.0933189243191576e+45
3,5.951471715661725e-16,2.1080122090648412e+76,6.887528977809376e-39,83320604019.26416,5.155164501843098e+45
3,7.495339671683464e-16,4.210890581652188e+76,4.8731863796298815e-39,104934755403.5685,6.492462847976866e+45
3,9.439701552486736e-16,8.411525993255079e+76,3.4479630600643655e-39,132155821734.8143,8.176669011685303e+45
3,1.1888449263568426e-15,1.6802566621772633e+77,2.4395638371769717e-39,166438289689.95798,1.029777415630318e+46
3,1.4972425251644552e-15,3.35642124039676e+77,1.7260833750204178e-39,209613953523.02374,1.296911400261863e+46
3,1.8856413729505683e-15,6.704668278707309e+77,1.2212690531474485e-39,263989792213.07956,1.633342462749254e+46
3,2.3747945490609807e-15,1.339300806062949e+78,8.64093891268757e-40,332471236868.5373,2.057046919381764e+46
3,2.990838677571634e-15,2.6753398893983622e+78,6.1137900039608826e-40,418717414860.02875,2.590664312624114e+46
3,3.766690469622071e-15,5.344164276915722e+78,4.325736889268933e-40,527336665747.08997,3.262707096015727e+46
3,4.7438055420165415e-15,1.0675313417871855e+79,3.0606219093327213e-40,664132775882.3158,4.109084122754861e+46
3,5.9743934899765596e-15,2.1324628260785038e+79,2.1655053720732895e-40,836415088596.7184,5.175019341605863e+46
3,7.524207570679812e-15,4.2597322688377155e+79,1.5321766802292737e-40,1053389059895.1737,6.517468220640763e+46
3,9.47605805704948e-15,8.509090418962458e+79,1.0840727572015873e-40,1326648127986.9272,8.208161014115515e+46
3,1.1934236988687872e-14,1.6997457865546683e+80,7.670223402243624e-41,1670793178416.302,1.0337435481506953e+47
3,1.5030090744981397e-14,3.395352025490206e+80,5.426972188858876e-41,2104212704297.3958,1.301906385005705e+47
3,1.892903819628378e-14,6.782435037164106e+80,3.839787395244924e-41,2650065347479.7295,1.6396331936976092e+47
3,2.383940942978039e-14,1.3548352184986632e+81,2.716794324273542e-41,3337517320169.255,2.0649695253343405e+47
3,3.002357732429774e-14,2.7063708818830197e+81,1.9222343949420534e-41,4203300825401.6836,2.6006421173649475e+47
3,3.781197676071748e-14,5.406150689248189e+81,1.3600532937237583e-41,5293676746500.447,3.2752732375153966e+47
3,4.762076054794317e-14,1.0799135281312104e+82,9.622889729972837e-42,6666906476712.044,4.124910040007328e+47
3,5.997403546276564e-14,2.1571970432865963e+82,6.808557222171969e-42,8396364964787.19,5.194950651219758e+47
3,7.553186652841955e-14,4.309140465734613e+82,4.817310885648166e-42,10574461313978.736,6.5425699001573e+47
3,9.512554586740841e-14,8.607786484418818e+82,3.408429041825969e-42,13317576421437.178,8.239774306305118e+47
3,1.19802010627764e-13,1.7194609632832095e+83,2.4115920290245695e-42,16772281487886.96,1.0377249560178908e+48
3,1.508797833387497e-13,3.434734364759795e+83,1.7062922663454375e-42,21123169667424.957,1.3069206076655575e+48
3,1.9001942372303016e-13,6.861103804261674e+83,1.2072660977270908e-42,26602719321224.223,1.6459481530590297e+48
3,2.393122563741063e-13,1.3705498129881186e+84,8.541862724624984e-43,33503715892374.88,2.072922644779127e+48
3,3.0139211523102797e-13,2.737761799661055e+84,6.043689866194961e-43,42194896132343.914,2.610658351085931e+48
3,3.795760756249481e-13,5.468856075608165e+84,4.276138399350171e-43,53140650587492.734,3.2878877768355074e+48
3,4.780416935472758e-13,1.092439334182364e+85,3.025529108082658e-43,66925837096618.62,4.140796909931825e+48
3,6.020502224575072e-13,2.1822181501386318e+85,2.140675892353372e-43,84287031144051.0,5.214958725204315e+48
3,7.582277346385647e-13,4.35912174323039e+85,1.5146088873714152e-43,106151882849399.05,6.56776825744694e+48
3,9.549191680860103e-13,8.707627315397348e+85,1.071642881530542e-43,133688683532041.44,8.271509355395122e+48
3,1.2026342165032612e-12,1.7394048143208814e+86,7.582277346385583e-44,168368790310456.56,1.0417216980640836e+49
3,1.5146088873714398e-12,3.4745734957360165e+86,5.364747039181775e-44,212045244232001.56,1.311954142335223e+49
3,1.9075127334848534e-12,6.94068504230555e+86,3.795760756249451e-44,267051782687879.47,1.6522874341479498e+49
3,2.402339547024283e-12,1.3864466794443083e+87,2.685643817584521e-44,336327536583399.6,2.0809063952371353e+49
3,3.0255291080826583e-12,2.7695168174689675e+87,1.9001942372303014e-44,423574075131572.1,2.6207131617942225e+49
3,3.81037992534994e-12,5.532288775301522e+87,1.3444590513311896e-44,533453189548991.56,3.3005509003776725e+49
3,4.798828455070064e-12,1.105110425770872e+88,9.512554586740843e-45,671835983709809.0,4.156744967284302e+49
3,6.0436898661949605e-12,2.207529474238113e+88,6.730490949213266e-45,846116581267294.5,5.235043859213395e+49
3,7.611480081176264e-12,4.4096827484282395e+88,4.7620760547942386e-45,1065607211364677.0,6.593063664859053e+49
3,9.585969880783621e-12,8.808626189915699e+88,3.369348316900419e-45,1342035783309707.0,8.303366630325703e+49
3,1.2072660977271007e-11,1.759579992037498e+89,2.3839409429780586e-45,1690172536817941.0,1.0457338333480429e+50
3,1.52044232231833e-11,3.514874716698941e+89,1.686728080650108e-45,2128619251245662.2,1.3170070633938716e+50
3,1.9148594165354596e-11,7.02118933495249e+89,1.1934236988687775e-45,2680803183149643.5,1.6586511306381996e+50
3,2.4115920290245893e-11,1.4025279320211119e+90,8.443922534761434e-46,3376228840634425.0,2.0889208946821047e+50
3,3.037181771274509e-11,2.8016401584655885e+90,5.974393489976561e-46,4252054479784312.5,2.6308066980670207e+50
3,3.8250553993966034e-11,5.59645722436088e+90,4.2271086010243544e-46,5355077559155245.0,3.313262795261419e+50
3,4.817310885648245e-11,1.1179284880487547e+91,2.9908386775716343e-46,6744235239907543.0,4.1727544477248594e+50
3,6.066966813773694e-11,2.2331343817850743e+91,2.1161311050988306e-46,8493753539283172.0,5.2552063500395496e+50
3,7.640795288734666e-11,4.460830205530211e+91,1.4972425251644306e-46,1.0697113404228532e+16,6.618456496176984e+50
3,9.622889729972995e-11,8.910796540002339e+91,1.059355525637937e-46,1.3472045621962192e+16,8.335346601843269e+50
3,1.2119158183932057e-10,1.7799891795674412e+92,7.495339671683524e-47,1.696682145750488e+16,1.0497614211559983e+51
3,1.5262982244272473e-10,3.5556433873828466e+92,5.303235357183812e-47,2.136817514198146e+16,1.322079445507142e+51
3,1.9222343949420537e-10,7.102627388617985e+92,3.752238922531383e-47,2.691128152918875e+16,1.665039336564388e+51
3,2.420880146463388e-10,1.418795709394198e+93,2.654850479658144e-47,3.389232205048743e+16,2.09696626154211e+51
3,3.048879314074112e-10,2.8341360947938816e+93,1.8784067898816295e-47,4.268431039703757e+16,2.6409391090538044e+51
3,3.8397873952449546e-10,5.661369956667541e+93,1.3290436110465383e-47,5.375702353342936e+16,3.326023649326954e+51
3,4.835864500317141e-10,1.1308952257139361e+94,9.403484535822448e-48,6.7702103004439976e+16,4.188825587821227e+51
3,6.090333411268386e-10,2.2590362780237548e+94,6.653319776754532e-48,8.52646677577574e+16,5.2754464956184144e+51
3,7.670223402243688e-10,4.512570916731682e+94,4.707474541285171e-48,1.0738312763141163e+17,6.643947126623684e+51
3,9.659951773982467e-10,9.014151953481151e+94,3.330715687869396e-48,1.3523932483575454e+17,8.367449742506878e+51
3,1.2165834472092318e-09,1.80063509116649e+95,2.3566069016681156e-48,1.7032168260929245e+17,1.0538045210025178e+52
3,1.5321766802292612e-09,3.596884929689012e+95,1.6673882160570126e-48,2.1450473523209658e+17,1.327171363628243e+52
3,1.929637777682683e-09,7.185010033900143e+95,1.1797400156461584e-48,2.701492888755756e+17,1.6714521463232943e+52
3,2.4302040365886604e-09,1.4352521750455111e+96,8.347105317848838e-49,3.402285651224125e+17,2.1050426147013465e+52
3,3.0606219093327715e-09,2.867008948148534e+96,5.905891659451674e-49,4.28487067306588e+17,2.651110544478365e+52
3,3.854576130585682e-09,5.727035605086408e+96,4.178640973727483e-49,5.396406582819955e+17,3.3388336511379426e+52
3,4.854489573238464e-09,1.1440123632369575e+97,2.9565460042548223e-49,6.79628540253385e+17,4.2049586250522653e+52
3,6.113790003960882e-09,2.2852386076954757e+97,2.0918677460527933e-49,8.559306005545234e+17,5.295764595033107e+52
3,7.699764856554546e-09,4.5649117631259944e+97,1.4800752840234978e-49,1.0779670799176365e+18,6.669535932867254e+52
3,9.69715656046792e-09,9.118706175781077e+97,1.0472090554055283e-49,1.3576019184655086e+18,8.399676526696026e+52
3,1.2212690531474585e-08,1.8215204725727983e+98,7.409398816134512e-50,1.709776674406442e+18,1.0578631926313868e+53
3,1.5380777765887124e-08,3.638604828406799e+98,5.24242896231208e-50,2.1533088872241974e+18,1.332282892999061e+53
3,1.9370696741551178e-08,7.268348227020075e+98,3.709216106041171e-50,2.711897543817165e+18,1.6778896546752613e+53
3,2.4395638371769913e-08,1.4518995175510052e+99,2.6244102152311053e-50,3.415389372047788e+18,2.113150073501884e+53
3,3.072409730567668e-08,2.9002630903515445e+99,1.8568691553430148e-50,4.301373622794735e+18,2.6613211546412757e+53
3,3.869421823947902e-08,5.793462902614113e+99,1.3138049227417517e-50,5.417190553527063e+18,3.3516929899842923e+53
3,4.8731863796298415e-08,1.157281645090316e+100,9.295665071788878e-51,6.822460931481778e+18,4.2211537978114705e+53
3,6.137336938462864e-08,2.3117448554967575e+100,6.577033441658125e-51,8.59227171384801e+18,5.316160948518649e+53
3,7.729420088193266e-08,4.61785970561959e+100,4.653499083564205e-51,1.0821188123470574e+19,6.695223293026517e+53
3,9.73450463919435e-08,9.224473111762465e+100,3.292526016907932e-51,1.362830649487209e+19,8.43202743061713e+53
3,1.2259727054458286e-07,1.8426481013721455e+101,2.3295862698897295e-51,1.71636178762416e+19,1.0619374960165073e+54
